
contig_2_CDS_[complement(22031..22405)]	YP_002154355.1	34.074	135	1.52e-10	YP_002154355.1 YopX family protein [Bacillus phage IEBH]
contig_2_CDS_[complement(22495..25242)]	YP_009787824.1	29.293	891	1.37e-97	YP_009787824.1 tail protein [Salmonella phage vB_SenS_Sasha]
contig_2_CDS_[complement(25196..25579)]	YP_009600627.1	27.731	119	2.98e-06	YP_009600627.1 UNVERIFIED: hypothetical protein QIH99_gp45 [Proteus phage VB_PmiS-Isfahan]
contig_2_CDS_[complement(25586..26164)]	YP_224230.1	48.958	192	5.54e-51	YP_224230.1 RusA-like Holliday junction resolvase [Listonella phage phiHSIC]
contig_2_CDS_[complement(26245..26769)]	YP_010676309.1	37.333	150	9.17e-25	YP_010676309.1 minor tail protein [Klebsiella phage vB_KpnS-Carvaje]
contig_2_CDS_[complement(26754..27269)]	YP_009101221.1	28.235	170	2.67e-14	YP_009101221.1 virion structural protein [Salmonella phage 9NA]
contig_2_CDS_[complement(27269..29425)]	YP_009101220.1	29.424	469	4.07e-23	YP_009101220.1 tail length tape measure protein [Salmonella phage 9NA]
contig_2_CDS_[complement(29427..29702)]	YP_009787818.1	41.176	85	6.16e-14	YP_009787818.1 tail assembly chaperone [Salmonella phage vB_SenS_Sasha]
contig_2_CDS_[complement(29720..30154)]	YP_009101219.1	25.899	139	1.46e-10	YP_009101219.1 tail assembly chaperone [Salmonella phage 9NA]
contig_2_CDS_[31114..31626]	YP_009193781.1	31.548	168	1.08e-15	YP_009193781.1 MazG-like pyrophosphatase [Pseudomonas phage DL60]
contig_2_CDS_[complement(31900..33354)]	YP_010676304.1	46.091	486	3.05e-133	YP_010676304.1 major tail protein [Klebsiella phage vB_KpnS-Carvaje]
contig_2_CDS_[complement(33402..33848)]	YP_009215709.1	38.095	105	1.48e-10	YP_009215709.1 tail terminator [Pseudomonas phage PAE1]
contig_2_CDS_[complement(34654..35079)]	YP_009600614.1	40.650	123	2.63e-23	YP_009600614.1 UNVERIFIED: hypothetical protein QIH99_gp32 [Proteus phage VB_PmiS-Isfahan]
contig_2_CDS_[complement(35491..35970)]	YP_009617872.1	37.589	141	2.22e-15	YP_009617872.1 hypothetical protein QII00_sAgp43 [Salmonella phage SP069]
contig_2_CDS_[37319..38218]	YP_010685196.1	39.867	301	1.48e-58	YP_010685196.1 endonuclease [Klebsiella phage VLCpiS13e]
contig_2_CDS_[37319..38218]	YP_010685196.1	36.842	209	1.72e-26	YP_010685196.1 endonuclease [Klebsiella phage VLCpiS13e]
contig_2_CDS_[complement(38273..39289)]	YP_009787810.1	48.521	338	6.07e-113	YP_009787810.1 major head protein [Salmonella phage vB_SenS_Sasha]
contig_2_CDS_[complement(39702..40946)]	YP_009617868.1	29.851	201	3.19e-13	YP_009617868.1 hypothetical protein QII00_sAgp39 [Salmonella phage SP069]
contig_2_CDS_[complement(40946..41722)]	YP_009600605.1	44.248	113	2.17e-25	YP_009600605.1 UNVERIFIED: hypothetical protein QIH99_gp23 [Proteus phage VB_PmiS-Isfahan]
contig_2_CDS_[complement(41983..42957)]	YP_009617860.1	40.446	314	3.36e-68	YP_009617860.1 head morphogenesis protein [Salmonella phage SP069]
contig_2_CDS_[complement(43094..43477)]	YP_008130327.1	44.444	72	1.83e-09	YP_008130327.1 hypothetical protein Eta_0034 [Serratia phage Eta]
contig_2_CDS_[44830..45270]	YP_009702221.1	30.851	94	1.79e-06	YP_009702221.1 CRISPR/Cas4 system-associated protein [Pectobacterium phage PEAT2]
contig_2_CDS_[45293..45592]	YP_009226063.1	49.000	100	7.89e-25	YP_009226063.1 hypothetical protein AXI74_gp23 [Pseudoalteromonas phage Pq0]
contig_2_CDS_[complement(46925..48286)]	YP_010676278.1	41.522	460	8.93e-110	YP_010676278.1 portal protein [Klebsiella phage vB_KpnS-Carvaje]
contig_2_CDS_[complement(48360..48935)]	YP_009784718.1	49.714	175	7.23e-49	YP_009784718.1 hypothetical protein HOQ97_gp18 (endogenous virus) [Vibrio phage Vc1]
contig_2_CDS_[complement(50719..51024)]	YP_010674738.1	35.849	106	1.39e-14	YP_010674738.1 hypothetical protein PQC64_gp191 [Aeromonas phage PS1]
contig_2_CDS_[complement(51099..51953)]	YP_010676271.1	39.502	281	1.75e-50	YP_010676271.1 large terminase subunit [Klebsiella phage vB_KpnS-Carvaje]
contig_2_CDS_[complement(51890..52864)]	YP_009600653.1	51.429	280	1.38e-92	YP_009600653.1 UNVERIFIED: large terminase subunit [Proteus phage VB_PmiS-Isfahan]
contig_2_CDS_[complement(52861..53961)]	YP_009322248.1	41.193	352	1.61e-84	YP_009322248.1 endonuclease [Salmonella phage 64795_sal3]
contig_2_CDS_[complement(54243..56660)]	YP_007010565.1	40.244	82	5.33e-10	YP_007010565.1 hypothetical protein F490_gp17 [Salinivibrio phage CW02]
contig_1_CDS_[complement(144..671)]	YP_003969992.1	86.538	52	6.77e-27	YP_003969992.1 hypothetical protein crov359 [Cafeteria roenbergensis virus BV-PW1]
contig_1_CDS_[complement(1884..2123)]	YP_009812522.1	58.491	53	1.19e-15	YP_009812522.1 hypothetical protein HOU21_gp17 [Vibrio phage 1.202.O._10N.222.45.E8]
contig_1_CDS_[complement(2178..3395)]	YP_009885049.1	63.706	394	4.35e-155	YP_009885049.1 nicking at origin of replication [Vibrio phage vB_ValM-yong1]
contig_1_CDS_[complement(3334..4698)]	YP_009948767.1	65.349	430	0.0	YP_009948767.1 nicking at origin of replication [Vibrio phage PV94]
contig_1_CDS_[complement(4692..4877)]	YP_010660065.1	50.820	61	4.35e-14	YP_010660065.1 hypothetical protein PP583_gp43 [Pseudoalteromonas phage HS6]
contig_1_CDS_[complement(4874..5263)]	YP_009885048.1	32.824	131	4.57e-12	YP_009885048.1 transposase [Vibrio phage vB_ValM-yong1]
contig_1_CDS_[complement(5260..5403)]	YP_009812517.1	68.889	45	1.35e-17	YP_009812517.1 hypothetical protein HOU21_gp12 [Vibrio phage 1.202.O._10N.222.45.E8]
contig_1_CDS_[complement(5384..5491)]	YP_009812517.1	75.758	33	4.21e-11	YP_009812517.1 hypothetical protein HOU21_gp12 [Vibrio phage 1.202.O._10N.222.45.E8]
contig_1_CDS_[complement(5491..5892)]	YP_009948763.1	71.970	132	1.43e-70	YP_009948763.1 hypothetical protein ACQ26_gp10 [Vibrio phage PV94]
contig_1_CDS_[complement(5889..6332)]	YP_009324977.1	43.077	65	1.15e-09	YP_009324977.1 RNA-binding protein [Escherichia phage GA2A]
contig_1_CDS_[complement(6335..6745)]	YP_009812516.1	87.879	132	1.92e-84	YP_009812516.1 coil containing protein [Vibrio phage 1.202.O._10N.222.45.E8]
contig_1_CDS_[complement(7156..7695)]	YP_009812514.1	54.190	179	1.73e-68	YP_009812514.1 CII-like transcriptional activator [Vibrio phage 1.202.O._10N.222.45.E8]
contig_1_CDS_[8518..8814]	NP_536631.1	56.667	60	1.79e-17	NP_536631.1 transcriptional repressor [Bacteriophage K139]
contig_1_CDS_[10265..10492]	YP_224157.1	57.971	69	3.83e-21	YP_224157.1 DUF4041 domain-containing protein [Enterobacteria phage ES18]
contig_1_CDS_[15824..15997]	NP_536628.1	42.105	57	1.51e-09	NP_536628.1 integrase [Bacteriophage K139]
contig_1_CDS_[16016..16183]	YP_010109772.1	54.054	37	9.55e-06	YP_010109772.1 integrase [Vibrio phage ValB1MD-2]
contig_1_CDS_[16273..16389]	YP_009812508.1	60.000	35	3.52e-08	YP_009812508.1 integrase [Vibrio phage 1.202.O._10N.222.45.E8]
contig_1_CDS_[16495..16677]	YP_013295061.1	83.333	54	1.08e-27	YP_013295061.1 hypothetical protein [Salmonella phage SopEPhi]
contig_1_CDS_[complement(16839..17114)]	YP_009098783.1	51.190	84	1.11e-23	YP_009098783.1 dehydrogenase [Caulobacter phage Cr30]
contig_1_CDS_[complement(19888..20085)]	YP_009812547.1	84.615	65	4.29e-33	YP_009812547.1 hypothetical protein HOU21_gp42 [Vibrio phage 1.202.O._10N.222.45.E8]
contig_1_CDS_[complement(20341..20604)]	YP_009812546.1	93.056	72	4.32e-42	YP_009812546.1 baseplate protein [Vibrio phage 1.202.O._10N.222.45.E8]
contig_1_CDS_[complement(20695..20784)]	YP_009885079.1	82.609	23	6.78e-08	YP_009885079.1 baseplate protein [Vibrio phage vB_ValM-yong1]
contig_1_CDS_[complement(20775..21113)]	YP_009812545.1	83.929	112	1.59e-68	YP_009812545.1 baseplate protein [Vibrio phage 1.202.O._10N.222.45.E8]
contig_1_CDS_[complement(21304..21462)]	YP_009812545.1	87.097	31	7.17e-13	YP_009812545.1 baseplate protein [Vibrio phage 1.202.O._10N.222.45.E8]
contig_1_CDS_[complement(21478..21738)]	YP_009885077.1	62.791	86	2.05e-31	YP_009885077.1 tail-collar fiber protein [Vibrio phage vB_ValM-yong1]
contig_1_CDS_[complement(21735..21860)]	YP_009812544.1	82.500	40	2.89e-14	YP_009812544.1 adenine glycosylase [Vibrio phage 1.202.O._10N.222.45.E8]
contig_1_CDS_[complement(21866..22009)]	YP_009812544.1	86.667	45	9.59e-21	YP_009812544.1 adenine glycosylase [Vibrio phage 1.202.O._10N.222.45.E8]
contig_1_CDS_[complement(22016..22201)]	NP_758930.1	66.667	48	1.52e-14	NP_758930.1 ORF38 [Vibrio phage VHML]
contig_1_CDS_[complement(23483..23905)]	YP_009276454.1	49.231	130	2.25e-31	YP_009276454.1 tail protein [Pseudomonas phage phi3]
contig_1_CDS_[complement(23909..24148)]	YP_009948796.1	45.783	83	9.57e-19	YP_009948796.1 tail protein [Vibrio phage PV94]
contig_1_CDS_[complement(24149..24484)]	YP_009948796.1	54.167	96	6.28e-33	YP_009948796.1 tail protein [Vibrio phage PV94]
contig_1_CDS_[complement(24429..25451)]	YP_009885074.1	61.062	339	2.75e-156	YP_009885074.1 baseplate J/gp47 family protein [Vibrio phage vB_ValM-yong1]
contig_1_CDS_[complement(25609..25773)]	YP_009948794.1	68.000	50	1.05e-17	YP_009948794.1 DUF2590 family protein [Vibrio phage PV94]
contig_1_CDS_[complement(25791..25940)]	YP_009948794.1	74.419	43	1.93e-16	YP_009948794.1 DUF2590 family protein [Vibrio phage PV94]
contig_1_CDS_[complement(25940..28054)]	YP_009812539.1	86.949	544	0.0	YP_009812539.1 tail tape measure protein [Vibrio phage 1.202.O._10N.222.45.E8]
contig_1_CDS_[complement(25940..28054)]	YP_009812539.1	58.182	165	6.70e-56	YP_009812539.1 tail tape measure protein [Vibrio phage 1.202.O._10N.222.45.E8]
contig_1_CDS_[complement(28082..28225)]	YP_009885071.1	87.234	47	2.01e-25	YP_009885071.1 tail assembly chaperone [Vibrio phage vB_ValM-yong1]
contig_1_CDS_[complement(28267..28530)]	YP_009885070.1	87.356	87	1.21e-51	YP_009885070.1 putative tail assembly chaperone [Vibrio phage vB_ValM-yong1]
contig_1_CDS_[complement(28527..28763)]	YP_009885069.1	88.462	78	7.03e-44	YP_009885069.1 hypothetical protein HYQ07_gp37 [Vibrio phage vB_ValM-yong1]
contig_1_CDS_[complement(28764..29348)]	YP_009786980.1	60.825	194	1.51e-89	YP_009786980.1 hypothetical protein HOR26_gp38 [Salinivibrio phage SMHB1]
contig_1_CDS_[complement(29352..29804)]	YP_007877532.1	59.854	137	5.40e-56	YP_007877532.1 DUF5675 family protein [Vibrio phage martha 12B12]
contig_1_CDS_[complement(29771..29989)]	YP_009885066.1	76.389	72	6.05e-35	YP_009885066.1 DksA-like zinc-finger protein [Vibrio phage vB_ValM-yong1]
contig_1_CDS_[complement(30016..30471)]	YP_009812533.1	93.377	151	3.49e-103	YP_009812533.1 tail protein [Vibrio phage 1.202.O._10N.222.45.E8]
contig_1_CDS_[complement(30474..31595)]	YP_009812532.1	87.500	376	0.0	YP_009812532.1 tail sheath [Vibrio phage 1.202.O._10N.222.45.E8]
contig_1_CDS_[complement(31611..32267)]	YP_009812531.1	90.367	218	7.37e-143	YP_009812531.1 virion morphogenesis protein [Vibrio phage 1.202.O._10N.222.45.E8]
contig_1_CDS_[complement(32251..32742)]	YP_009812530.1	96.319	163	1.68e-115	YP_009812530.1 tail terminator [Vibrio phage 1.202.O._10N.222.45.E8]
contig_1_CDS_[complement(32739..33140)]	YP_009948782.1	70.677	133	1.92e-66	YP_009948782.1 head-tail adaptor Ad1 [Vibrio phage PV94]
contig_1_CDS_[complement(33289..34005)]	YP_009885060.1	55.462	238	1.44e-95	YP_009885060.1 terminase small subunit [Vibrio phage vB_ValM-yong1]
contig_1_CDS_[complement(34015..35025)]	YP_010109751.1	65.269	334	5.14e-161	YP_010109751.1 major capsid protein, P2 family [Vibrio phage ValB1MD-2]
contig_1_CDS_[complement(35026..35895)]	YP_009812526.1	64.236	288	1.38e-131	YP_009812526.1 head scaffolding protein [Vibrio phage 1.202.O._10N.222.45.E8]
contig_1_CDS_[36072..36470]	NP_536648.1	60.140	143	5.69e-50	NP_536648.1 terminase large subunit [Bacteriophage K139]
contig_1_CDS_[36550..36777]	YP_009885057.1	92.000	75	9.32e-42	YP_009885057.1 terminase large subunit [Vibrio phage vB_ValM-yong1]
contig_1_CDS_[36902..37849]	YP_010109753.1	81.150	313	0.0	YP_010109753.1 terminase large subunit [Vibrio phage ValB1MD-2]
contig_1_CDS_[37788..38873]	YP_009885056.1	59.118	340	2.14e-152	YP_009885056.1 portal protein [Vibrio phage vB_ValM-yong1]
contig_4_CDS_[complement(710..805)]	YP_010649865.1	73.333	30	3.44e-10	YP_010649865.1 terminase large subunit [Vibrio phage vB_VpP_BT-1011]
contig_4_CDS_[complement(789..1013)]	YP_010649865.1	73.214	56	5.99e-21	YP_010649865.1 terminase large subunit [Vibrio phage vB_VpP_BT-1011]
contig_4_CDS_[complement(1061..1246)]	YP_010649865.1	62.162	37	4.20e-11	YP_010649865.1 terminase large subunit [Vibrio phage vB_VpP_BT-1011]
contig_4_CDS_[complement(1272..1613)]	YP_007674029.1	68.000	100	1.01e-38	YP_007674029.1 terminase small subunit [Vibrio phage pYD21-A]
contig_4_CDS_[complement(3940..4161)]	YP_007878012.1	54.286	70	1.07e-17	YP_007878012.1 hypothetical protein VPDG_00040 [Vibrio phage henriette 12B8]
contig_4_CDS_[complement(5373..5498)]	YP_009823988.1	55.882	34	2.89e-07	YP_009823988.1 phosphoadenosine phosphosulfate reductase [Erwinia phage vB_EhrS_49]
contig_4_CDS_[complement(5605..5832)]	YP_009322187.1	57.576	66	6.21e-17	YP_009322187.1 phosphoadenosine phosphosulfate reductase [Pseudoalteromonas phage BS5]
contig_4_CDS_[complement(8457..8681)]	YP_010649724.1	66.667	63	9.35e-24	YP_010649724.1 DnaB-like replicative helicase [Vibrio phage Seahorse]
contig_4_CDS_[complement(8678..8890)]	YP_010649724.1	41.379	58	1.19e-08	YP_010649724.1 DnaB-like replicative helicase [Vibrio phage Seahorse]
contig_4_CDS_[complement(8918..9211)]	YP_010649724.1	65.979	97	1.04e-36	YP_010649724.1 DnaB-like replicative helicase [Vibrio phage Seahorse]
contig_4_CDS_[complement(9989..10345)]	YP_008241199.1	41.860	86	8.78e-18	YP_008241199.1 DnaD-like helicase loader [Cellulophaga phage phi18:3]
contig_4_CDS_[complement(11292..11477)]	YP_010746460.1	58.974	39	9.61e-06	YP_010746460.1 regulatory protein [Salmonella phage 5sent1]
contig_4_CDS_[complement(14537..14836)]	YP_007010542.1	59.770	87	1.42e-33	YP_007010542.1 MazG-like pyrophosphatase [Salinivibrio phage CW02]
contig_4_CDS_[complement(14855..15067)]	YP_009225544.1	63.934	61	5.27e-23	YP_009225544.1 hypothetical protein AXI76_gp110 [Pseudoalteromonas phage H101]
contig_4_CDS_[15968..16135]	YP_006560269.1	70.000	50	1.19e-19	YP_006560269.1 hypothetical protein B621_gp31 [Marinomonas phage P12026]
contig_4_CDS_[16365..16514]	YP_006987092.1	71.053	38	9.22e-14	YP_006987092.1 endonuclease [Cronobacter phage vB_CsaM_GAP31]
contig_4_CDS_[16511..16789]	YP_010054276.1	64.935	77	1.68e-29	YP_010054276.1 hypothetical protein KGB51_gp01 [Escherichia phage C1]
contig_4_CDS_[16804..16977]	YP_010054276.1	61.111	54	1.52e-14	YP_010054276.1 hypothetical protein KGB51_gp01 [Escherichia phage C1]
contig_4_CDS_[17508..17864]	YP_224229.1	48.485	99	1.19e-14	YP_224229.1 HNH endonuclease [Listonella phage phiHSIC]
contig_4_CDS_[19154..19780]	YP_010649765.1	54.667	150	2.43e-54	YP_010649765.1 endolysin [Vibrio phage NF]
contig_4_CDS_[19773..20072]	YP_009103933.1	50.667	75	6.53e-22	YP_009103933.1 hypothetical protein S349_47 [Shewanella sp. phage 3/49]
contig_4_CDS_[complement(22666..22842)]	YP_010649713.1	50.909	55	6.13e-12	YP_010649713.1 TMhelix containing protein [Vibrio phage Seahorse]
contig_4_CDS_[complement(22868..23257)]	YP_010649713.1	44.915	118	1.72e-26	YP_010649713.1 TMhelix containing protein [Vibrio phage Seahorse]
contig_4_CDS_[complement(23298..23756)]	YP_010649713.1	40.517	116	1.59e-17	YP_010649713.1 TMhelix containing protein [Vibrio phage Seahorse]
contig_4_CDS_[complement(24609..25064)]	YP_011937619.1	33.974	156	3.25e-11	YP_011937619.1 minor tail protein [Erwinia phage AH03]
contig_4_CDS_[complement(25977..26435)]	YP_010649711.1	23.404	141	7.61e-10	YP_010649711.1 hypothetical protein PP409_gp29 [Vibrio phage Seahorse]
contig_4_CDS_[complement(27677..28561)]	YP_006489244.1	35.714	266	5.32e-37	YP_006489244.1 tail tape measure protein [Colwellia phage 9A]
contig_4_CDS_[complement(29806..30354)]	YP_010582517.1	33.149	181	7.39e-22	YP_010582517.1 tail protein [Salmonella phage Shemara]
contig_4_CDS_[complement(31078..31383)]	YP_010660257.1	31.915	94	9.98e-08	YP_010660257.1 tail completion or Neck1 protein [Serratia phage Scapp]
contig_4_CDS_[complement(31383..31670)]	YP_010738424.1	34.343	99	2.39e-06	YP_010738424.1 structural protein [Stenotrophomonas phage A1432]
contig_4_CDS_[complement(31716..32393)]	YP_010749335.1	47.399	173	1.08e-43	YP_010749335.1 hypothetical protein QCF75_gp49 [Escherichia phage 26]
contig_4_CDS_[complement(33039..33683)]	YP_009191436.1	49.057	212	6.93e-55	YP_009191436.1 major head protein [Enterobacter phage phiEap-2]
contig_4_CDS_[complement(34712..35272)]	YP_008130258.1	50.877	171	4.90e-54	YP_008130258.1 head morphogenesis [Vibrio phage pYD38-B]
contig_4_CDS_[complement(35262..35465)]	YP_224242.1	51.724	58	4.64e-12	YP_224242.1 head morphogenesis [Listonella phage phiHSIC]
contig_4_CDS_[complement(35431..35838)]	YP_224242.1	36.607	112	1.97e-14	YP_224242.1 head morphogenesis [Listonella phage phiHSIC]
contig_4_CDS_[complement(35838..37277)]	YP_224240.1	31.398	465	6.14e-61	YP_224240.1 portal protein [Listonella phage phiHSIC]
contig_4_CDS_[complement(37322..37678)]	YP_010649865.1	68.750	96	5.58e-40	YP_010649865.1 terminase large subunit [Vibrio phage vB_VpP_BT-1011]
contig_4_CDS_[complement(37629..38177)]	YP_010649865.1	74.214	159	4.25e-85	YP_010649865.1 terminase large subunit [Vibrio phage vB_VpP_BT-1011]
contig_4_CDS_[complement(38298..38567)]	YP_010649865.1	63.380	71	2.99e-26	YP_010649865.1 terminase large subunit [Vibrio phage vB_VpP_BT-1011]
contig_4_CDS_[complement(38561..38770)]	YP_007674029.1	64.912	57	7.50e-15	YP_007674029.1 terminase small subunit [Vibrio phage pYD21-A]
contig_4_CDS_[complement(38784..38936)]	YP_007674029.1	74.419	43	3.22e-17	YP_007674029.1 terminase small subunit [Vibrio phage pYD21-A]
contig_4_CDS_[complement(41266..41481)]	YP_007878012.1	56.522	69	1.62e-17	YP_007878012.1 hypothetical protein VPDG_00040 [Vibrio phage henriette 12B8]
contig_3_CDS_[3520..3681]	YP_009948706.1	60.377	53	7.28e-14	YP_009948706.1 glycosyltransferase [Pseudomonas phage 17A]
contig_3_CDS_[3783..4091]	YP_009797971.1	94.286	35	6.98e-18	YP_009797971.1 hypothetical protein HOS76_gp21 [Pseudomonas phage Henninger]
contig_3_CDS_[4539..4640]	YP_009793741.1	92.000	25	5.27e-09	YP_009793741.1 RNA polymerase [Pseudomonas phage Pf1 ERZ-2017]
contig_3_CDS_[4863..5171]	NP_813747.1	75.728	103	2.19e-39	NP_813747.1 RNA polymerase [Pseudomonas phage gh-1]
contig_3_CDS_[5191..5442]	NP_813747.1	95.455	44	4.10e-21	NP_813747.1 RNA polymerase [Pseudomonas phage gh-1]
contig_3_CDS_[5488..5598]	YP_009948703.1	84.615	26	8.74e-08	YP_009948703.1 RNA polymerase [Pseudomonas phage 17A]
contig_3_CDS_[7141..7404]	YP_009948702.1	85.714	21	8.32e-06	YP_009948702.1 RNA polymerase [Pseudomonas phage 17A]
contig_3_CDS_[7632..7907]	YP_009948700.1	47.727	88	8.37e-15	YP_009948700.1 hypothetical protein HOV58_gp38 [Pseudomonas phage 17A]
contig_3_CDS_[8030..8194]	YP_009824174.1	94.000	50	7.86e-25	YP_009824174.1 DNA ligase [Pseudomonas phage shl2]
contig_3_CDS_[8514..8639]	YP_009790498.1	92.857	28	1.34e-11	YP_009790498.1 DNA ligase [Pseudomonas phage KNP]
contig_3_CDS_[8773..8964]	YP_009824174.1	67.500	40	1.33e-12	YP_009824174.1 DNA ligase [Pseudomonas phage shl2]
contig_3_CDS_[8964..9125]	YP_009784758.1	83.019	53	1.24e-23	YP_009784758.1 DNA ligase [Pseudomonas phage phiPsa17]
contig_3_CDS_[9392..9577]	YP_009790450.1	84.444	45	1.33e-22	YP_009790450.1 hypothetical protein HOR77_gp14 [Pseudomonas phage WRT]
contig_3_CDS_[9861..10058]	YP_009784760.1	74.419	43	4.61e-19	YP_009784760.1 hypothetical protein HOQ98_gp16 [Pseudomonas phage phiPsa17]
contig_3_CDS_[10302..10409]	YP_009790452.1	95.000	20	2.26e-06	YP_009790452.1 RNA polymerase inhibitor [Pseudomonas phage WRT]
contig_3_CDS_[11698..11991]	YP_009948694.1	96.591	88	3.86e-59	YP_009948694.1 endonuclease [Pseudomonas phage 17A]
contig_3_CDS_[12067..12516]	YP_009948693.1	77.966	118	3.75e-58	YP_009948693.1 amidase [Pseudomonas phage 17A]
contig_3_CDS_[12586..12765]	YP_009948692.1	97.368	38	2.17e-19	YP_009948692.1 nucleotidyltransferase [Pseudomonas phage 17A]
contig_3_CDS_[12762..12878]	YP_009824165.1	84.000	25	8.69e-09	YP_009824165.1 nucleotidyltransferase [Pseudomonas phage shl2]
contig_3_CDS_[13379..13564]	YP_009797987.1	59.615	52	6.02e-08	YP_009797987.1 DNA primase/helicase [Pseudomonas phage Henninger]
contig_3_CDS_[13561..14277]	NP_813761.1	39.921	253	2.48e-36	NP_813761.1 DNA primase/helicase [Pseudomonas phage gh-1]
contig_3_CDS_[14530..14841]	YP_009948691.1	53.465	101	1.28e-21	YP_009948691.1 DNA primase/helicase [Pseudomonas phage 17A]
contig_3_CDS_[15456..15674]	YP_009187970.1	46.667	60	4.12e-13	YP_009187970.1 hypothetical protein AU161_gp25 [Pseudomonas phage PPPL-1]
contig_3_CDS_[15754..15861]	YP_009187971.1	91.667	24	1.22e-08	YP_009187971.1 DNA polymerase I [Pseudomonas phage PPPL-1]
contig_3_CDS_[15858..16040]	YP_009797990.1	95.556	45	1.10e-23	YP_009797990.1 DNA polymerase I [Pseudomonas phage Henninger]
contig_3_CDS_[16160..16606]	YP_009797990.1	90.244	41	1.07e-19	YP_009797990.1 DNA polymerase I [Pseudomonas phage Henninger]
contig_3_CDS_[16648..16842]	YP_009797990.1	62.687	67	2.97e-15	YP_009797990.1 DNA polymerase I [Pseudomonas phage Henninger]
contig_3_CDS_[16858..17691]	YP_009797990.1	94.946	277	0.0	YP_009797990.1 DNA polymerase I [Pseudomonas phage Henninger]
contig_3_CDS_[17707..17871]	YP_009797990.1	100.000	42	5.84e-24	YP_009797990.1 DNA polymerase I [Pseudomonas phage Henninger]
contig_3_CDS_[17882..18007]	YP_009797991.1	67.857	28	4.52e-07	YP_009797991.1 Gp5.5-like host HNS inhibition [Pseudomonas phage Henninger]
contig_3_CDS_[18268..18486]	YP_009948686.1	68.254	63	9.59e-20	YP_009948686.1 HNS-binding protein [Pseudomonas phage 17A]
contig_3_CDS_[18465..18557]	YP_009187974.1	88.462	26	1.82e-08	YP_009187974.1 exonuclease [Pseudomonas phage PPPL-1]
contig_3_CDS_[18554..18790]	YP_009793762.1	74.286	70	3.81e-28	YP_009793762.1 putative exonuclease [Pseudomonas phage Pf1 ERZ-2017]
contig_3_CDS_[18836..19138]	YP_009797994.1	95.745	94	1.02e-60	YP_009797994.1 exonuclease [Pseudomonas phage Henninger]
contig_3_CDS_[19083..19412]	YP_009824207.1	77.895	95	3.88e-48	YP_009824207.1 DNA polymerase I [Pseudomonas phage shl2]
